PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,abf,num,lr
3936_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,3537,0,0,0,0,FALSE,G,4,S
3937_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,45,588,5,7,0,TRUE,F,2,S
3938_01,Mars,TRUE,,56,FALSE,0,0,0,0,0,TRUE,F,3,S
3938_02,Mars,TRUE,TRAPPIST-1e,2,FALSE,0,0,0,0,0,TRUE,F,3,S
3938_03,Mars,TRUE,TRAPPIST-1e,12,FALSE,0,0,0,0,0,TRUE,F,3,S
3939_01,Earth,FALSE,TRAPPIST-1e,37,FALSE,772,0,840,1,5,FALSE,E,7,P
3940_01,Mars,FALSE,TRAPPIST-1e,60,TRUE,2739,0,0,0,0,FALSE,D,2,P
3941_01,Earth,TRUE,TRAPPIST-1e,55,FALSE,0,0,0,0,0,FALSE,G,3,P
3942_01,Earth,TRUE,PSO J318.5-22,20,FALSE,0,0,0,0,0,FALSE,G,5,S
3944_01,Mars,FALSE,TRAPPIST-1e,28,FALSE,629,0,659,607,0,FALSE,F,5,S
3945_01,Earth,TRUE,TRAPPIST-1e,28,FALSE,0,0,0,0,0,FALSE,G,4,P
3946_01,Mars,FALSE,TRAPPIST-1e,37,FALSE,14,0,91,1203,0,FALSE,F,2,P
3948_01,Earth,FALSE,TRAPPIST-1e,18,FALSE,325,0,477,50,5,FALSE,F,4,P
3949_01,Earth,FALSE,TRAPPIST-1e,14,FALSE,781,0,1,4,1,FALSE,E,8,P
3950_01,Europa,FALSE,TRAPPIST-1e,29,FALSE,3478,11153,15,203,15,TRUE,C,3,S
3952_01,Earth,FALSE,TRAPPIST-1e,51,FALSE,0,0,0,544,12,FALSE,F,6,S
3954_01,Earth,TRUE,TRAPPIST-1e,45,FALSE,0,0,0,0,0,FALSE,G,7,S
3955_01,Earth,TRUE,TRAPPIST-1e,45,FALSE,0,0,0,0,0,TRUE,G,8,S
3958_01,Mars,FALSE,TRAPPIST-1e,41,FALSE,1144,12,14,22,0,FALSE,F,7,S
3959_01,Earth,FALSE,TRAPPIST-1e,21,FALSE,0,80,255,0,5190,FALSE,G,6,P
3959_02,Earth,FALSE,TRAPPIST-1e,28,FALSE,653,0,0,0,20,FALSE,F,7,P
3959_03,Earth,TRUE,55 Cancri e,0,FALSE,0,0,0,0,0,TRUE,G,6,P
3960_01,Earth,FALSE,TRAPPIST-1e,46,FALSE,0,0,0,0,880,FALSE,F,8,S
3961_01,Mars,TRUE,TRAPPIST-1e,41,FALSE,0,0,0,0,0,TRUE,F,9,S
3962_01,Earth,,55 Cancri e,13,FALSE,0,0,0,0,0,TRUE,G,7,P
3962_02,Earth,FALSE,PSO J318.5-22,55,FALSE,0,1203,0,0,446,FALSE,E,9,P
3963_01,Earth,,PSO J318.5-22,20,FALSE,0,0,0,0,0,TRUE,G,8,P
3964_01,Earth,TRUE,TRAPPIST-1e,21,FALSE,0,0,0,0,0,TRUE,G,0,S
3966_01,Earth,FALSE,TRAPPIST-1e,49,FALSE,324,275,0,0,0,FALSE,F,8,P
3966_02,Earth,FALSE,TRAPPIST-1e,27,FALSE,0,0,1020,0,,TRUE,G,9,P
3966_03,Earth,FALSE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,TRUE,G,9,P
3967_01,Mars,FALSE,TRAPPIST-1e,22,FALSE,886,55,0,0,,FALSE,F,9,P
3968_01,Earth,TRUE,TRAPPIST-1e,17,FALSE,0,0,0,0,0,FALSE,G,0,P
3970_01,Mars,FALSE,TRAPPIST-1e,23,FALSE,355,0,764,0,0,TRUE,F,1,S
3971_01,Earth,FALSE,TRAPPIST-1e,44,FALSE,39,821,0,7,41,FALSE,G,1,P
3973_01,Europa,TRUE,,29,FALSE,0,0,0,0,0,TRUE,E,0,P
3974_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,0,0,5,756,0,TRUE,F,2,S
3974_02,Earth,TRUE,TRAPPIST-1e,3,FALSE,0,0,0,0,0,TRUE,G,2,S
3976_01,Europa,FALSE,TRAPPIST-1e,29,FALSE,0,7164,0,58,1,TRUE,,,
3977_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,46,0,675,0,0,TRUE,E,1,P
3980_01,Earth,TRUE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,TRUE,G,3,P
3981_01,Earth,FALSE,PSO J318.5-22,33,FALSE,400,270,33,0,0,FALSE,,,
3984_01,Earth,TRUE,PSO J318.5-22,,FALSE,0,0,0,0,0,TRUE,G,4,S
3985_01,Earth,FALSE,TRAPPIST-1e,50,FALSE,667,0,0,11,170,FALSE,G,4,P
3986_01,Mars,FALSE,TRAPPIST-1e,54,FALSE,1217,0,1,4,0,FALSE,F,5,S
3986_02,Mars,FALSE,TRAPPIST-1e,43,FALSE,1448,0,150,0,0,FALSE,F,5,S
3987_01,Earth,FALSE,TRAPPIST-1e,17,FALSE,103,2183,0,16,0,TRUE,F,2,P
3988_01,Mars,FALSE,TRAPPIST-1e,26,FALSE,1632,0,80,7,0,FALSE,D,4,P
3991_01,Earth,FALSE,TRAPPIST-1e,44,FALSE,1258,3,0,1,0,FALSE,F,3,P
3992_01,Earth,FALSE,PSO J318.5-22,51,FALSE,0,0,10,1098,0,FALSE,F,6,S
3994_01,Europa,TRUE,TRAPPIST-1e,29,FALSE,0,0,0,0,0,TRUE,B,2,S
3995_01,Earth,FALSE,TRAPPIST-1e,4,FALSE,0,0,0,0,0,FALSE,G,5,P
3995_02,Earth,FALSE,PSO J318.5-22,40,FALSE,0,0,310,1,421,FALSE,F,5,P
3995_03,Earth,FALSE,55 Cancri e,27,FALSE,0,0,2,0,808,FALSE,G,5,P
3995_04,Earth,FALSE,TRAPPIST-1e,8,FALSE,0,0,0,0,0,FALSE,G,5,P
3995_05,Earth,FALSE,TRAPPIST-1e,3,FALSE,0,0,0,0,0,FALSE,G,5,P
3995_06,Earth,FALSE,55 Cancri e,11,FALSE,0,0,0,0,0,TRUE,G,5,P
3996_01,Earth,FALSE,PSO J318.5-22,24,FALSE,16,0,1136,0,40,TRUE,F,6,P
3997_01,Earth,FALSE,55 Cancri e,25,FALSE,0,83,0,439,0,FALSE,G,7,S
3998_01,Europa,FALSE,55 Cancri e,28,FALSE,89,4826,0,2,1598,TRUE,C,9,P
3999_01,Earth,FALSE,TRAPPIST-1e,25,FALSE,0,1017,0,0,0,FALSE,G,6,P
4000_01,Earth,TRUE,TRAPPIST-1e,27,FALSE,0,0,0,0,0,TRUE,G,8,S
4000_02,Earth,FALSE,TRAPPIST-1e,25,FALSE,20,0,424,0,359,FALSE,F,7,S
4000_03,Earth,TRUE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,TRUE,G,8,S
4001_01,Earth,FALSE,TRAPPIST-1e,58,FALSE,0,0,970,0,0,TRUE,F,8,S
4001_02,Earth,TRUE,TRAPPIST-1e,3,FALSE,0,0,0,0,0,TRUE,G,9,S
4001_03,Earth,TRUE,PSO J318.5-22,4,FALSE,0,0,0,0,0,TRUE,G,9,S
4001_04,Earth,TRUE,55 Cancri e,2,FALSE,0,0,0,0,0,FALSE,G,9,S
4001_05,Earth,FALSE,,34,FALSE,0,847,14,0,0,TRUE,F,8,S
4001_06,Earth,FALSE,55 Cancri e,5,FALSE,0,0,0,0,0,TRUE,G,9,S
4001_07,Earth,FALSE,TRAPPIST-1e,3,,0,0,0,0,0,FALSE,G,9,S
4002_01,Mars,TRUE,TRAPPIST-1e,46,FALSE,0,0,0,0,0,FALSE,E,2,P
4003_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,1417,0,0,0,0,TRUE,F,7,P
4005_01,Earth,FALSE,TRAPPIST-1e,8,FALSE,0,0,0,0,0,TRUE,G,7,P
4005_02,Earth,FALSE,TRAPPIST-1e,17,FALSE,3,83,927,0,1,TRUE,G,7,P
4005_03,Earth,FALSE,TRAPPIST-1e,4,FALSE,0,0,0,0,0,FALSE,G,7,P
4005_04,Earth,TRUE,TRAPPIST-1e,12,FALSE,0,0,0,0,0,FALSE,,,
4005_05,Earth,TRUE,PSO J318.5-22,40,FALSE,0,0,0,0,0,TRUE,G,7,P
4005_06,Earth,FALSE,PSO J318.5-22,16,FALSE,4,0,2278,2,0,TRUE,F,9,P
4005_07,Earth,TRUE,TRAPPIST-1e,41,FALSE,,0,0,0,0,TRUE,G,7,P
4005_08,Earth,TRUE,TRAPPIST-1e,8,FALSE,0,0,0,0,0,FALSE,G,7,P
4006_01,Earth,TRUE,55 Cancri e,14,,0,0,0,0,0,TRUE,G,0,S
4006_02,Earth,TRUE,TRAPPIST-1e,2,FALSE,0,0,0,0,0,TRUE,G,0,S
4006_03,Earth,FALSE,PSO J318.5-22,59,FALSE,400,0,126,0,158,TRUE,F,9,S
4006_04,Earth,,TRAPPIST-1e,45,FALSE,1796,0,4,0,5,FALSE,G,0,S
4006_05,Earth,FALSE,55 Cancri e,52,FALSE,0,704,0,0,,TRUE,F,9,S
4008_01,Mars,TRUE,TRAPPIST-1e,33,FALSE,0,0,0,0,0,TRUE,F,0,S
4009_01,Earth,FALSE,55 Cancri e,51,FALSE,8,0,206,1247,14,TRUE,,,
4010_01,Earth,TRUE,TRAPPIST-1e,38,FALSE,0,0,0,0,0,FALSE,G,8,P
4013_01,Mars,FALSE,TRAPPIST-1e,14,FALSE,460,0,0,315,172,FALSE,E,3,P
4014_01,Europa,FALSE,TRAPPIST-1e,42,FALSE,0,456,1,1193,3039,FALSE,B,5,P
4014_02,Europa,FALSE,55 Cancri e,28,FALSE,0,3238,0,750,2368,FALSE,B,5,P
4016_01,Earth,FALSE,55 Cancri e,34,FALSE,309,542,0,0,55,FALSE,E,8,S
4017_01,Mars,FALSE,TRAPPIST-1e,21,,0,0,0,0,0,FALSE,E,9,S
4017_02,Mars,TRUE,TRAPPIST-1e,30,FALSE,0,0,0,0,0,TRUE,F,1,S
4017_03,Mars,TRUE,TRAPPIST-1e,,FALSE,0,0,0,0,0,TRUE,F,1,S
4017_04,Mars,TRUE,TRAPPIST-1e,26,FALSE,0,0,0,0,0,FALSE,E,9,S
4017_05,Mars,FALSE,TRAPPIST-1e,23,FALSE,931,0,134,0,421,FALSE,F,1,S
4018_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,,1,0,20,42,FALSE,F,2,S
4019_01,Earth,FALSE,55 Cancri e,59,FALSE,258,377,5,0,0,TRUE,E,5,P
4020_01,Europa,FALSE,55 Cancri e,37,FALSE,6498,1470,0,416,4174,FALSE,B,6,P
4021_01,Mars,FALSE,TRAPPIST-1e,32,FALSE,1843,0,662,0,0,FALSE,F,2,P
4022_01,Earth,FALSE,PSO J318.5-22,37,FALSE,4,0,223,512,1,FALSE,F,3,P
4023_01,Earth,FALSE,TRAPPIST-1e,27,FALSE,1,355,757,0,,FALSE,E,6,P
4026_01,Europa,TRUE,55 Cancri e,42,FALSE,0,0,0,0,0,TRUE,B,4,S
4027_01,Earth,TRUE,PSO J318.5-22,29,FALSE,0,0,0,0,0,TRUE,G,9,P
4030_01,,FALSE,TRAPPIST-1e,2,FALSE,0,0,0,0,0,TRUE,G,1,S
4030_02,Earth,TRUE,TRAPPIST-1e,10,FALSE,0,0,0,0,0,FALSE,,,
4030_03,Earth,FALSE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,FALSE,G,1,S
4030_04,Earth,TRUE,TRAPPIST-1e,21,FALSE,0,0,0,0,0,FALSE,G,1,S
4030_05,Earth,FALSE,TRAPPIST-1e,8,FALSE,0,0,0,0,0,FALSE,G,1,S
4031_01,Europa,TRUE,55 Cancri e,,FALSE,0,,0,0,0,TRUE,C,1,P
4031_02,Europa,TRUE,TRAPPIST-1e,27,FALSE,0,0,0,0,0,TRUE,C,1,P
4032_01,Earth,,PSO J318.5-22,13,FALSE,0,0,0,0,0,TRUE,G,1,P
4033_01,Europa,FALSE,55 Cancri e,49,FALSE,2025,7167,0,2456,47,TRUE,C,4,S
4034_01,Mars,TRUE,TRAPPIST-1e,38,FALSE,0,0,0,0,0,FALSE,E,7,P
4035_01,Earth,TRUE,55 Cancri e,21,FALSE,0,0,0,0,0,TRUE,G,2,P
4036_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,7,61,110,708,0,FALSE,G,2,S
4037_01,Earth,TRUE,PSO J318.5-22,14,FALSE,0,0,0,0,0,TRUE,G,3,S
4038_01,Earth,TRUE,PSO J318.5-22,24,FALSE,0,0,0,0,0,FALSE,G,4,S
4039_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,714,0,4,49,11,FALSE,F,4,S
4040_01,Earth,TRUE,TRAPPIST-1e,34,FALSE,0,0,0,,0,FALSE,G,3,P
4042_01,Europa,FALSE,TRAPPIST-1e,1,FALSE,0,0,0,0,,TRUE,A,6,S
4042_02,Europa,TRUE,55 Cancri e,,FALSE,0,0,0,0,0,TRUE,A,6,S
4042_03,Europa,TRUE,55 Cancri e,26,FALSE,0,0,0,0,0,TRUE,A,6,S
4043_01,Earth,FALSE,TRAPPIST-1e,,FALSE,0,0,0,32,1577,FALSE,E,8,P
4044_01,Mars,FALSE,TRAPPIST-1e,32,FALSE,536,0,736,118,0,FALSE,F,5,S
4044_02,Mars,FALSE,TRAPPIST-1e,2,FALSE,0,,0,0,0,TRUE,F,5,S
4044_03,Mars,TRUE,TRAPPIST-1e,10,FALSE,0,0,0,0,0,TRUE,F,5,S
4045_01,Mars,FALSE,TRAPPIST-1e,49,FALSE,1417,0,531,1348,192,FALSE,D,5,P
4046_01,Earth,TRUE,PSO J318.5-22,14,FALSE,0,0,0,0,0,TRUE,G,4,P
4047_01,Earth,TRUE,TRAPPIST-1e,29,FALSE,0,0,0,0,0,TRUE,G,6,S
4049_01,Europa,TRUE,55 Cancri e,25,FALSE,0,0,0,0,0,FALSE,A,7,S
4050_01,Europa,FALSE,55 Cancri e,36,FALSE,0,1302,0,2067,10173,FALSE,A,5,P
4053_01,Earth,TRUE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,TRUE,G,8,S
4055_01,Earth,FALSE,TRAPPIST-1e,21,FALSE,3,34,600,0,8,FALSE,F,6,P
4058_01,Earth,FALSE,TRAPPIST-1e,36,FALSE,437,442,0,2,1,FALSE,G,9,S
4060_01,Earth,FALSE,TRAPPIST-1e,54,FALSE,880,2,531,2,0,FALSE,F,8,P
4061_01,Mars,FALSE,TRAPPIST-1e,30,FALSE,1851,0,378,0,155,FALSE,D,0,S
4061_02,Mars,TRUE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,TRUE,F,6,S
4061_03,Mars,TRUE,TRAPPIST-1e,1,FALSE,0,0,0,,0,TRUE,F,6,S
4063_01,Earth,TRUE,TRAPPIST-1e,42,FALSE,0,0,0,0,0,TRUE,G,0,S
4064_01,Earth,FALSE,TRAPPIST-1e,47,FALSE,939,1477,,0,0,TRUE,F,7,S
4065_01,Earth,FALSE,TRAPPIST-1e,25,FALSE,1339,1,360,0,0,FALSE,G,5,P
4066_01,Europa,,55 Cancri e,18,FALSE,0,30,0,67,2790,FALSE,B,5,S
4066_02,Europa,TRUE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,TRUE,B,5,S
4068_01,Europa,FALSE,TRAPPIST-1e,27,FALSE,,1381,0,148,2181,FALSE,D,1,S
4069_01,Earth,FALSE,55 Cancri e,24,FALSE,0,0,2433,0,53,TRUE,F,8,S
4071_01,Europa,TRUE,,,FALSE,0,0,0,0,0,TRUE,B,7,P
4071_02,Europa,TRUE,55 Cancri e,22,FALSE,0,0,,0,,TRUE,B,7,P
4072_01,Earth,TRUE,TRAPPIST-1e,60,FALSE,0,0,,0,0,TRUE,G,1,S
4075_01,Europa,FALSE,TRAPPIST-1e,38,FALSE,1901,1276,0,7561,12,FALSE,C,5,S
4076_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,1616,0,1,0,2,FALSE,E,0,P
4078_01,,TRUE,TRAPPIST-1e,21,FALSE,0,0,0,0,0,FALSE,G,7,P
4079_01,Mars,FALSE,55 Cancri e,55,FALSE,1680,0,1,0,6,FALSE,F,1,S
4080_01,Earth,FALSE,55 Cancri e,20,FALSE,719,0,10,0,0,FALSE,F,9,P
4081_01,Earth,FALSE,55 Cancri e,50,FALSE,451,132,195,31,0,FALSE,G,8,P
4082_01,Mars,FALSE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,FALSE,E,2,P
4083_01,Europa,FALSE,TRAPPIST-1e,21,FALSE,0,6190,1828,7,35,TRUE,C,6,S
4084_01,Europa,FALSE,TRAPPIST-1e,26,FALSE,0,1549,0,0,766,TRUE,D,2,S
4089_01,Europa,FALSE,TRAPPIST-1e,36,FALSE,0,2177,0,1097,144,TRUE,A,8,S
4090_01,Mars,FALSE,TRAPPIST-1e,46,FALSE,227,0,1546,3,2,TRUE,D,3,S
4091_01,Earth,FALSE,TRAPPIST-1e,26,FALSE,0,586,1,0,58,TRUE,F,2,S
4093_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,0,20,0,14,659,FALSE,F,1,P
4095_01,Earth,FALSE,55 Cancri e,14,FALSE,834,1080,3,183,208,FALSE,G,1,P
4096_01,Mars,FALSE,TRAPPIST-1e,46,FALSE,949,0,128,3,41,TRUE,F,2,P
4097_01,Earth,FALSE,TRAPPIST-1e,15,FALSE,0,840,123,0,20,FALSE,E,3,P
4098_01,Earth,TRUE,TRAPPIST-1e,30,FALSE,0,0,0,0,0,FALSE,G,2,P
4099_01,Earth,TRUE,TRAPPIST-1e,,FALSE,0,0,0,0,0,TRUE,G,3,P
4101_01,Mars,FALSE,TRAPPIST-1e,38,FALSE,1100,43,163,3,0,FALSE,F,3,S
4102_01,Europa,TRUE,TRAPPIST-1e,48,FALSE,0,0,0,0,0,TRUE,B,8,P
4103_01,Earth,TRUE,TRAPPIST-1e,31,FALSE,0,0,0,0,0,FALSE,G,4,P
4104_01,Earth,FALSE,TRAPPIST-1e,41,FALSE,1025,0,0,0,0,FALSE,G,5,P
4106_01,Earth,FALSE,TRAPPIST-1e,43,FALSE,0,831,78,0,0,TRUE,G,5,S
4107_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,0,0,489,5,276,FALSE,G,6,S
4108_01,Europa,TRUE,55 Cancri e,48,FALSE,0,0,0,0,0,TRUE,B,8,S
4108_02,Europa,,TRAPPIST-1e,47,FALSE,27,2651,538,18,0,TRUE,B,8,S
4109_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,169,399,,97,0,TRUE,F,3,P
4110_01,Earth,FALSE,TRAPPIST-1e,25,FALSE,0,38,0,847,112,FALSE,E,5,P
4112_01,Earth,TRUE,TRAPPIST-1e,28,FALSE,0,0,0,0,0,TRUE,G,8,S
4113_01,Europa,TRUE,55 Cancri e,16,FALSE,0,0,0,0,0,TRUE,B,9,P
4113_02,Europa,FALSE,TRAPPIST-1e,45,FALSE,0,2524,0,166,1,TRUE,B,9,P
4114_01,Mars,TRUE,TRAPPIST-1e,31,FALSE,0,0,0,0,0,TRUE,E,0,S
4115_01,Earth,TRUE,PSO J318.5-22,19,FALSE,0,0,0,0,0,FALSE,G,9,S
4116_01,Earth,FALSE,TRAPPIST-1e,21,FALSE,40,0,736,0,0,TRUE,F,4,S
4120_01,Earth,TRUE,PSO J318.5-22,,FALSE,0,0,0,0,0,FALSE,G,0,S
4125_01,Earth,TRUE,PSO J318.5-22,22,FALSE,0,0,,0,0,TRUE,G,7,P
4127_01,Europa,,TRAPPIST-1e,23,FALSE,0,0,0,0,,TRUE,B,0,P
4128_01,Mars,FALSE,TRAPPIST-1e,54,TRUE,111,0,1144,8,23,FALSE,F,6,P
4128_02,Mars,FALSE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,TRUE,F,6,P
4128_03,Mars,TRUE,TRAPPIST-1e,4,FALSE,0,,0,0,0,TRUE,F,6,P
4129_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,15,1,777,3,3,FALSE,F,7,P
4130_01,Mars,TRUE,TRAPPIST-1e,19,FALSE,0,0,0,0,0,TRUE,,,
4131_01,Europa,TRUE,TRAPPIST-1e,34,FALSE,0,0,0,,0,TRUE,C,7,S
4132_01,Earth,TRUE,55 Cancri e,18,FALSE,0,0,0,0,0,FALSE,G,8,P
4134_01,,TRUE,TRAPPIST-1e,40,FALSE,0,0,0,0,0,TRUE,,,
4135_01,Mars,FALSE,TRAPPIST-1e,58,FALSE,850,0,22,1493,0,FALSE,F,7,S
4137_01,Earth,FALSE,55 Cancri e,39,FALSE,664,0,0,40,0,FALSE,F,8,S
4140_01,Earth,FALSE,PSO J318.5-22,23,FALSE,40,15,30,0,637,FALSE,F,1,P
4141_01,Earth,FALSE,TRAPPIST-1e,11,FALSE,0,0,0,0,0,FALSE,G,9,P
4142_01,Europa,TRUE,TRAPPIST-1e,43,FALSE,0,0,,0,0,TRUE,C,8,S
4143_01,Mars,TRUE,TRAPPIST-1e,29,FALSE,0,0,0,0,0,FALSE,E,8,P
4144_01,Earth,FALSE,TRAPPIST-1e,36,FALSE,19,476,0,5,290,FALSE,E,9,P
4145_01,Earth,FALSE,PSO J318.5-22,13,FALSE,16,0,87,544,0,FALSE,F,2,P
4147_01,Europa,FALSE,TRAPPIST-1e,54,FALSE,0,,0,3200,0,TRUE,C,9,S
4147_02,Europa,TRUE,TRAPPIST-1e,45,FALSE,0,0,0,0,0,TRUE,C,9,S
4149_01,Earth,FALSE,55 Cancri e,33,,,0,589,2,255,TRUE,G,2,P
4150_01,Earth,FALSE,TRAPPIST-1e,46,FALSE,0,1029,0,0,0,TRUE,F,0,S
4151_01,Earth,TRUE,55 Cancri e,15,FALSE,0,0,0,0,0,TRUE,G,3,P
4152_01,Earth,FALSE,TRAPPIST-1e,35,FALSE,89,0,0,545,0,FALSE,F,3,P
4154_01,Mars,TRUE,TRAPPIST-1e,23,FALSE,0,0,0,0,0,TRUE,F,1,S
4156_01,Earth,TRUE,55 Cancri e,15,,0,0,0,0,0,FALSE,G,4,P
4158_01,Earth,FALSE,TRAPPIST-1e,27,FALSE,0,0,580,211,0,FALSE,E,3,S
4159_01,Earth,FALSE,TRAPPIST-1e,15,FALSE,,2,15,5,842,FALSE,F,2,S
4160_01,Mars,FALSE,TRAPPIST-1e,27,TRUE,661,,991,46,0,TRUE,F,3,S
4163_01,Earth,TRUE,55 Cancri e,16,FALSE,0,0,0,0,0,TRUE,G,3,S
4165_01,Earth,FALSE,TRAPPIST-1e,37,FALSE,246,0,703,5,0,TRUE,G,5,P
4166_01,Europa,TRUE,55 Cancri e,45,FALSE,0,0,0,0,0,TRUE,B,2,P
4166_02,Europa,FALSE,55 Cancri e,58,TRUE,0,279,3627,122,30,TRUE,B,2,P
4167_01,Earth,FALSE,PSO J318.5-22,,,0,440,0,0,334,FALSE,,,
4168_01,Earth,FALSE,TRAPPIST-1e,38,FALSE,0,18,30,0,832,FALSE,F,5,P
4168_02,Earth,FALSE,TRAPPIST-1e,28,FALSE,0,241,6,0,542,FALSE,E,0,P
4169_01,Europa,TRUE,TRAPPIST-1e,47,FALSE,0,0,0,0,0,TRUE,D,0,P
4169_02,Europa,FALSE,TRAPPIST-1e,41,FALSE,0,1562,0,2,16,TRUE,D,0,P
4170_01,Europa,TRUE,TRAPPIST-1e,28,FALSE,,0,0,0,0,TRUE,B,3,P
4171_01,Earth,TRUE,TRAPPIST-1e,23,FALSE,0,0,0,0,0,FALSE,G,6,P
4172_01,Mars,TRUE,TRAPPIST-1e,24,FALSE,0,0,0,0,0,TRUE,F,6,P
4172_02,Mars,FALSE,TRAPPIST-1e,58,FALSE,12,0,186,2436,4,FALSE,F,6,P
4172_03,,TRUE,TRAPPIST-1e,36,FALSE,0,0,0,0,0,TRUE,F,6,P
4172_04,Mars,FALSE,55 Cancri e,24,FALSE,1363,0,50,0,0,FALSE,F,6,P
4172_05,Mars,FALSE,TRAPPIST-1e,56,FALSE,128,0,959,0,42,FALSE,F,6,P
4172_06,Mars,TRUE,TRAPPIST-1e,15,FALSE,0,0,0,0,0,TRUE,F,6,P
4172_07,Mars,FALSE,TRAPPIST-1e,19,FALSE,154,170,2074,0,0,TRUE,D,1,P
4173_01,Earth,FALSE,TRAPPIST-1e,27,FALSE,0,0,0,658,133,FALSE,E,1,P
4174_01,Earth,FALSE,TRAPPIST-1e,47,FALSE,59,1,327,557,0,FALSE,F,7,P
4175_01,Earth,FALSE,55 Cancri e,37,FALSE,0,89,15,20,592,FALSE,F,8,P
4176_01,Mars,TRUE,TRAPPIST-1e,39,FALSE,0,0,0,0,0,TRUE,F,9,P
4176_02,Mars,TRUE,TRAPPIST-1e,20,FALSE,0,0,0,0,0,TRUE,F,9,P
4176_03,Mars,FALSE,TRAPPIST-1e,20,FALSE,760,0,742,352,0,TRUE,F,9,P
4176_04,Mars,FALSE,TRAPPIST-1e,38,FALSE,490,663,358,855,0,FALSE,F,9,P
4176_05,Mars,FALSE,TRAPPIST-1e,46,FALSE,247,0,418,480,36,FALSE,D,2,P
4176_06,Mars,TRUE,TRAPPIST-1e,13,FALSE,0,0,0,0,0,TRUE,F,9,P
4176_07,Mars,FALSE,55 Cancri e,24,FALSE,612,326,46,87,0,TRUE,F,9,P
4177_01,Europa,TRUE,TRAPPIST-1e,32,FALSE,0,0,0,0,0,TRUE,B,1,S
4177_02,Europa,TRUE,55 Cancri e,,FALSE,0,0,0,0,0,TRUE,B,1,S
4177_03,Europa,FALSE,55 Cancri e,44,FALSE,36,588,0,1675,3597,FALSE,B,1,S
4178_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,0,0,4,6,773,FALSE,G,7,P
4179_01,Europa,FALSE,TRAPPIST-1e,30,TRUE,0,1172,183,91,0,TRUE,A,0,S
4179_02,Europa,TRUE,TRAPPIST-1e,23,FALSE,0,0,0,0,0,TRUE,A,0,S
4181_01,Europa,FALSE,TRAPPIST-1e,4,FALSE,0,0,0,0,0,TRUE,C,3,P
4181_02,Europa,FALSE,,0,FALSE,0,,0,0,0,TRUE,C,3,P
4181_03,Europa,TRUE,TRAPPIST-1e,17,FALSE,0,0,0,0,0,TRUE,,,
4181_04,Europa,TRUE,TRAPPIST-1e,44,FALSE,0,0,0,0,0,TRUE,C,3,P
4181_05,Europa,FALSE,55 Cancri e,31,FALSE,2,8747,0,4840,14485,FALSE,C,3,P
4181_06,Europa,FALSE,55 Cancri e,41,TRUE,0,9463,0,1022,1562,TRUE,C,3,P
4182_01,Europa,FALSE,55 Cancri e,33,FALSE,0,2020,0,1817,182,FALSE,A,1,S
4182_02,Europa,FALSE,TRAPPIST-1e,43,FALSE,0,124,0,3975,186,FALSE,A,1,S
4182_03,Europa,FALSE,55 Cancri e,43,TRUE,0,3172,0,26,4376,FALSE,A,1,S
4183_01,Earth,FALSE,TRAPPIST-1e,36,FALSE,1367,108,,0,77,FALSE,F,4,S
4184_01,Earth,FALSE,55 Cancri e,19,FALSE,558,0,353,0,8,FALSE,F,0,P
4185_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,0,1725,0,0,0,TRUE,G,8,P
4186_01,Earth,TRUE,55 Cancri e,17,FALSE,0,0,0,0,0,TRUE,G,5,S
4188_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,1277,84,0,240,598,TRUE,F,1,P
4189_01,Earth,FALSE,55 Cancri e,17,FALSE,558,0,3,0,1226,FALSE,G,6,S
4191_01,Mars,FALSE,TRAPPIST-1e,18,FALSE,950,1,236,754,0,FALSE,D,5,S
4194_01,Mars,TRUE,55 Cancri e,34,FALSE,0,0,0,0,0,TRUE,F,2,P
4196_01,Earth,TRUE,TRAPPIST-1e,13,FALSE,0,0,0,0,0,TRUE,G,8,S
